Kenteken,Brandstof omschrijving,Datum eerste afgifte Nederland,cumhelp,Cumulative
VGJ04N,Diesel,2020-07-08,1,63202
J690DT,Diesel,2020-07-08,1,63203
J273DP,Diesel,2020-07-08,1,63204
J366DX,Diesel,2020-07-08,1,63205
VGH50G,Diesel,2020-07-08,1,63206
J106BJ,Diesel,2020-07-08,1,63207
VFL13S,Diesel,2020-07-08,1,63208
VFR26H,Diesel,2020-07-08,1,63209
J225DX,Diesel,2020-07-08,1,63210
J867DV,Diesel,2020-07-08,1,63211
05BPN9,Diesel,2020-07-08,1,63212
VGH24R,Diesel,2020-07-08,1,63213
VGJ76P,Diesel,2020-07-08,1,63214
VGH10F,Diesel,2020-07-08,1,63215
H603NN,Diesel,2020-07-08,1,63216
VGK11B,Diesel,2020-07-08,1,63217
VGH17J,Diesel,2020-07-08,1,63218
J905BT,Diesel,2020-07-08,1,63219
J899DJ,Diesel,2020-07-08,1,63220
H156XD,Diesel,2020-07-08,1,63221
VGB85T,Diesel,2020-07-08,1,63222
VGJ65H,Diesel,2020-07-08,1,63223
64BPR2,Diesel,2020-07-08,1,63224
VGH44D,Diesel,2020-07-08,1,63225
43BPP8,Diesel,2020-07-08,1,63226
J283DX,Diesel,2020-07-08,1,63227
VGG08G,Diesel,2020-07-08,1,63228
VFL15S,Diesel,2020-07-08,1,63229
VGJ24Z,Diesel,2020-07-08,1,63230
VGH91S,Diesel,2020-07-08,1,63231
J455FB,Diesel,2020-07-08,1,63232
VGH23P,Diesel,2020-07-08,1,63233
VGH13K,Diesel,2020-07-08,1,63234
VGJ71L,Diesel,2020-07-08,1,63235
J144FB,Diesel,2020-07-08,1,63236
VGG98R,Diesel,2020-07-08,1,63237
DXV02B,Diesel,2020-07-08,1,63238
J039FB,Diesel,2020-07-08,1,63239
VGH49G,Diesel,2020-07-08,1,63240
H881ZL,Diesel,2020-07-08,1,63241
J420BD,Diesel,2020-07-08,1,63242
J889DN,Diesel,2020-07-08,1,63243
H732ZV,Diesel,2020-07-08,1,63244
33BPR2,Diesel,2020-07-08,1,63245
VGJ10L,Diesel,2020-07-08,1,63246
VGJ92L,Diesel,2020-07-08,1,63247
H628DD,Diesel,2020-07-08,1,63248
64BPP9,Diesel,2020-07-08,1,63249
54BPP3,Diesel,2020-07-08,1,63250
J325FB,Diesel,2020-07-08,1,63251
VGJ40H,Diesel,2020-07-08,1,63252
VFN86N,Diesel,2020-07-08,1,63253
VGJ14H,Diesel,2020-07-08,1,63254
J965DK,Diesel,2020-07-08,1,63255
VGJ35N,Diesel,2020-07-08,1,63256
VGG07G,Diesel,2020-07-08,1,63257
VFP95N,Diesel,2020-07-08,1,63258
45BPR2,Diesel,2020-07-08,1,63259
VGH11R,Diesel,2020-07-08,1,63260
H446TS,Diesel,2020-07-08,1,63261
VGD26S,Diesel,2020-07-08,1,63262
J501BF,Diesel,2020-07-08,1,63263
VGH64V,Diesel,2020-07-08,1,63264
50BPR2,Diesel,2020-07-08,1,63265
VFP82R,Diesel,2020-07-08,1,63266
J037FB,Diesel,2020-07-08,1,63267
H445XG,Diesel,2020-07-08,1,63268
VGJ93J,Diesel,2020-07-08,1,63269
H176XJ,Diesel,2020-07-08,1,63270
J185FB,Diesel,2020-07-08,1,63271
VGJ06N,Diesel,2020-07-08,1,63272
VBD52R,Diesel,2020-07-08,1,63273
H091RP,Diesel,2020-07-08,1,63274
VGF12G,Diesel,2020-07-08,1,63275
VGH83S,Diesel,2020-07-08,1,63276
J801BK,Diesel,2020-07-08,1,63277
H216XJ,Diesel,2020-07-08,1,63278
VGJ10B,Diesel,2020-07-08,1,63279
J853DP,Diesel,2020-07-08,1,63280
VGB84T,Diesel,2020-07-08,1,63281
J388DP,Diesel,2020-07-08,1,63282
VDP84R,Diesel,2020-07-08,1,63283
VFF92Z,Diesel,2020-07-08,1,63284
J080BJ,Diesel,2020-07-08,1,63285
H645ZN,Diesel,2020-07-08,1,63286
VDP82R,Diesel,2020-07-08,1,63287
VFV40K,Diesel,2020-07-08,1,63288
VGH11X,Diesel,2020-07-08,1,63289
VDJ89X,Diesel,2020-07-08,1,63290
H268VH,Diesel,2020-07-08,1,63291
J284DX,Diesel,2020-07-08,1,63292
VGH38F,Diesel,2020-07-08,1,63293
VGH53K,Diesel,2020-07-08,1,63294
VGH08K,Diesel,2020-07-08,1,63295
VGF51B,Diesel,2020-07-08,1,63296
G241SG,Diesel,2020-07-08,1,63297
VGJ24P,Diesel,2020-07-08,1,63298
VGJ67Z,Diesel,2020-07-08,1,63299
J992DR,Diesel,2020-07-08,1,63300
J929DX,Diesel,2020-07-08,1,63301
VFH50N,Diesel,2020-07-08,1,63302
H904ZV,Diesel,2020-07-08,1,63303
VGJ86G,Diesel,2020-07-08,1,63304
J638BR,Diesel,2020-07-08,1,63305
25BPR1,Diesel,2020-07-08,1,63306
VGJ72L,Diesel,2020-07-08,1,63307
J661DS,Diesel,2020-07-08,1,63308
J949DZ,Diesel,2020-07-08,1,63309
DXS33P,Diesel,2020-07-08,1,63310
TT036B,Diesel,2020-07-08,1,63311
VGH41R,Diesel,2020-07-08,1,63312
VGJ44G,Diesel,2020-07-08,1,63313
J210DV,Diesel,2020-07-08,1,63314
VGJ93K,Diesel,2020-07-08,1,63315
H459ZL,Diesel,2020-07-08,1,63316
VGJ19R,Diesel,2020-07-08,1,63317
DZV31T,Diesel,2020-07-08,1,63318
VGJ32K,Diesel,2020-07-08,1,63319
J326FB,Diesel,2020-07-08,1,63320
VGJ01J,Diesel,2020-07-08,1,63321
VGH34G,Diesel,2020-07-08,1,63322
J106FB,Diesel,2020-07-08,1,63323
J240BD,Diesel,2020-07-08,1,63324
VFD26B,Diesel,2020-07-08,1,63325
VGH40P,Diesel,2020-07-08,1,63326
62BPR2,Diesel,2020-07-08,1,63327
38BPR2,Diesel,2020-07-08,1,63328
H376ZZ,Diesel,2020-07-08,1,63329
VGJ39P,Diesel,2020-07-08,1,63330
VGJ92B,Diesel,2020-07-08,1,63331
VGJ95F,Diesel,2020-07-08,1,63332
J330DR,Diesel,2020-07-08,1,63333
VGJ85K,Diesel,2020-07-08,1,63334
H947TJ,Diesel,2020-07-08,1,63335
VGG16Z,Diesel,2020-07-08,1,63336
H233ZX,Diesel,2020-07-08,1,63337
J381DL,Diesel,2020-07-08,1,63338
J976DZ,Diesel,2020-07-08,1,63339
H843ZG,Diesel,2020-07-08,1,63340
J184FB,Diesel,2020-07-08,1,63341
J677DG,Diesel,2020-07-08,1,63342
69BPR2,Diesel,2020-07-08,1,63343
H010ZJ,Diesel,2020-07-08,1,63344
G528JS,Diesel,2020-07-08,1,63345
H348JP,Diesel,2020-07-08,1,63346
VGJ65N,Diesel,2020-07-08,1,63347
H026ZJ,Diesel,2020-07-08,1,63348
VGH64G,Diesel,2020-07-08,1,63349
VGJ80J,Diesel,2020-07-08,1,63350
VGJ11N,Diesel,2020-07-08,1,63351
VFG78Z,Diesel,2020-07-08,1,63352
J040FB,Diesel,2020-07-08,1,63353
J604BF,Diesel,2020-07-08,1,63354
49BPP7,Diesel,2020-07-08,1,63355
G509HJ,Diesel,2020-07-08,1,63356
VGJ77K,Diesel,2020-07-08,1,63357
VGB42T,Diesel,2020-07-08,1,63358
H047VD,Diesel,2020-07-08,1,63359
80BPP9,Diesel,2020-07-08,1,63360
J321DX,Diesel,2020-07-08,1,63361
J896DP,Diesel,2020-07-08,1,63362
VGG39G,Diesel,2020-07-08,1,63363
H632XJ,Diesel,2020-07-08,1,63364
H304BZ,Diesel,2020-07-08,1,63365
J835DP,Diesel,2020-07-08,1,63366
VGJ90L,Diesel,2020-07-08,1,63367
VGJ29N,Diesel,2020-07-08,1,63368
32BPP5,Diesel,2020-07-08,1,63369
VGJ27N,Diesel,2020-07-08,1,63370
H316JJ,Diesel,2020-07-08,1,63371
XV286F,Diesel,2020-07-08,1,63372
VGF54L,Diesel,2020-07-08,1,63373
VGG10H,Diesel,2020-07-08,1,63374
VGJ94H,Diesel,2020-07-08,1,63375
VGH23V,Diesel,2020-07-08,1,63376
H383ZN,Diesel,2020-07-08,1,63377
VGF54X,Diesel,2020-07-08,1,63378
70BPR2,Diesel,2020-07-08,1,63379
VBP57X,Diesel,2020-07-08,1,63380
VGJ71P,Diesel,2020-07-08,1,63381
J146DL,Diesel,2020-07-08,1,63382
J472DS,Diesel,2020-07-08,1,63383
J959DZ,Diesel,2020-07-08,1,63384
VGJ68P,Diesel,2020-07-08,1,63385
VFL18B,Diesel,2020-07-08,1,63386
VGG67Z,Diesel,2020-07-08,1,63387
85BPN7,Diesel,2020-07-08,1,63388
VGH69G,Diesel,2020-07-08,1,63389
H834SG,Diesel,2020-07-08,1,63390
59BPR2,Diesel,2020-07-08,1,63391
VGJ19B,Diesel,2020-07-08,1,63392
VGJ19N,Diesel,2020-07-08,1,63393
FBG77L,Diesel,2020-07-08,1,63394
H214ZV,Diesel,2020-07-08,1,63395
VGJ53Z,Diesel,2020-07-08,1,63396
VGD99H,Diesel,2020-07-08,1,63397
J362DP,Diesel,2020-07-08,1,63398
J129DV,Diesel,2020-07-08,1,63399
VGH81N,Diesel,2020-07-08,1,63400
G098PT,Diesel,2020-07-08,1,63401
H375ZZ,Diesel,2020-07-08,1,63402
VGH44V,Diesel,2020-07-08,1,63403
J065DN,Diesel,2020-07-08,1,63404
J166BP,Diesel,2020-07-08,1,63405
J389DX,Diesel,2020-07-08,1,63406
DZT70J,Diesel,2020-07-08,1,63407
VGJ14N,Diesel,2020-07-08,1,63408
J849DZ,Diesel,2020-07-08,1,63409
VGJ54K,Diesel,2020-07-08,1,63410
VGJ98X,Diesel,2020-07-08,1,63411
J677DK,Diesel,2020-07-08,1,63412
42BPR2,Diesel,2020-07-08,1,63413
J036FB,Diesel,2020-07-08,1,63414
V966XK,Diesel,2020-07-08,1,63415
J445DP,Diesel,2020-07-08,1,63416
J887DL,Diesel,2020-07-08,1,63417
60BPR2,Diesel,2020-07-08,1,63418
J413DF,Diesel,2020-07-08,1,63419
J041FB,Diesel,2020-07-08,1,63420
VDV94K,Diesel,2020-07-08,1,63421
VGH51X,Diesel,2020-07-08,1,63422
VGG96Z,Diesel,2020-07-08,1,63423
VGJ18P,Diesel,2020-07-08,1,63424
H723VB,Diesel,2020-07-08,1,63425
VGJ58L,Diesel,2020-07-08,1,63426
J581DN,Diesel,2020-07-08,1,63427
VGF89T,Diesel,2020-07-08,1,63428
VGJ13H,Diesel,2020-07-08,1,63429
VGJ63F,Diesel,2020-07-08,1,63430
J388DJ,Diesel,2020-07-08,1,63431
J282DP,Diesel,2020-07-08,1,63432
VGJ80F,Diesel,2020-07-08,1,63433
H441XX,Diesel,2020-07-08,1,63434
J218FB,Diesel,2020-07-08,1,63435
68BPP4,Diesel,2020-07-08,1,63436
VGJ85H,Diesel,2020-07-08,1,63437
41BPP6,Diesel,2020-07-08,1,63438
VGJ93H,Diesel,2020-07-08,1,63439
J510DP,Diesel,2020-07-08,1,63440
J159FB,Diesel,2020-07-08,1,63441
J707DZ,Diesel,2020-07-08,1,63442
J124BX,Diesel,2020-07-08,1,63443
76BPR1,Diesel,2020-07-08,1,63444
J781DK,Diesel,2020-07-08,1,63445
VFZ91P,Diesel,2020-07-08,1,63446
VGJ54F,Diesel,2020-07-08,1,63447
VGG69H,Diesel,2020-07-08,1,63448
VGH51G,Diesel,2020-07-08,1,63449
J467DG,Diesel,2020-07-08,1,63450
58BPR2,Diesel,2020-07-08,1,63451
VGH28S,Diesel,2020-07-08,1,63452
22BPP8,Diesel,2020-07-08,1,63453
VDJ89H,Diesel,2020-07-08,1,63454
J442DB,Diesel,2020-07-08,1,63455
VGJ16B,Diesel,2020-07-08,1,63456
J868DP,Diesel,2020-07-08,1,63457
H445HN,Diesel,2020-07-08,1,63458
VFT64Z,Diesel,2020-07-08,1,63459
J008DH,Diesel,2020-07-08,1,63460
VGJ02B,Diesel,2020-07-08,1,63461
H220ZR,Diesel,2020-07-08,1,63462
VFV90K,Diesel,2020-07-08,1,63463
VGD31T,Diesel,2020-07-08,1,63464
J035FB,Diesel,2020-07-08,1,63465
J235DP,Diesel,2020-07-08,1,63466
J972DZ,Diesel,2020-07-08,1,63467
VGF47X,Diesel,2020-07-08,1,63468
VGD69D,Diesel,2020-07-08,1,63469
H799TJ,Diesel,2020-07-08,1,63470
65BPR2,Diesel,2020-07-08,1,63471
VGB07L,Diesel,2020-07-08,1,63472
VGH16R,Diesel,2020-07-08,1,63473
VGJ52H,Diesel,2020-07-08,1,63474
H308KG,Diesel,2020-07-08,1,63475
VGD42J,Diesel,2020-07-08,1,63476
H830ZK,Diesel,2020-07-08,1,63477
VGJ80Z,Diesel,2020-07-08,1,63478
VGH36R,Diesel,2020-07-08,1,63479
VFV39K,Diesel,2020-07-08,1,63480
J496DP,Diesel,2020-07-08,1,63481
14BPN5,Diesel,2020-07-08,1,63482
VGJ87L,Diesel,2020-07-08,1,63483
H702ZG,Diesel,2020-07-08,1,63484
VGJ78D,Diesel,2020-07-08,1,63485
VGH10B,Diesel,2020-07-08,1,63486
VGF26K,Diesel,2020-07-08,1,63487
J533DR,Diesel,2020-07-08,1,63488
VGH10R,Diesel,2020-07-08,1,63489
J427FB,Diesel,2020-07-08,1,63490
J175FB,Diesel,2020-07-08,1,63491
J719DK,Diesel,2020-07-08,1,63492
VGJ91P,Diesel,2020-07-08,1,63493
VGF18L,Diesel,2020-07-08,1,63494
J487DP,Diesel,2020-07-08,1,63495
H051XG,Diesel,2020-07-08,1,63496
VGG53Z,Diesel,2020-07-08,1,63497
VGH12R,Diesel,2020-07-08,1,63498
VFT39X,Diesel,2020-07-08,1,63499
VGF50R,Diesel,2020-07-08,1,63500
J276DL,Diesel,2020-07-08,1,63501
VGG82B,Diesel,2020-07-08,1,63502
VGD14P,Diesel,2020-07-08,1,63503
J327FB,Diesel,2020-07-08,1,63504
VGD71S,Diesel,2020-07-08,1,63505
VGH95Z,Diesel,2020-07-08,1,63506
VGH28V,Diesel,2020-07-08,1,63507
VGJ50D,Diesel,2020-07-08,1,63508
VGH15R,Diesel,2020-07-08,1,63509
VGG27D,Diesel,2020-07-08,1,63510
VGJ52J,Diesel,2020-07-08,1,63511
66BPR2,Diesel,2020-07-08,1,63512
97BPP5,Diesel,2020-07-08,1,63513
VGF56G,Diesel,2020-07-08,1,63514
VGJ64J,Diesel,2020-07-08,1,63515
VFB60S,Diesel,2020-07-08,1,63516
H943ZB,Diesel,2020-07-08,1,63517
SG115J,Diesel,2020-07-08,1,63518
VGH53F,Diesel,2020-07-08,1,63519
J122BX,Diesel,2020-07-08,1,63520
H248ZH,Diesel,2020-07-08,1,63521
J717DX,Diesel,2020-07-08,1,63522
J345DL,Diesel,2020-07-08,1,63523
H773VB,Diesel,2020-07-08,1,63524
J594DP,Diesel,2020-07-08,1,63525
J811DX,Diesel,2020-07-08,1,63526
J635BR,Diesel,2020-07-08,1,63527
J700DK,Diesel,2020-07-08,1,63528
VGH82T,Diesel,2020-07-08,1,63529
H616ZR,Diesel,2020-07-08,1,63530
J507DN,Diesel,2020-07-08,1,63531
VGJ91L,Diesel,2020-07-08,1,63532
VGG24D,Diesel,2020-07-08,1,63533
VGJ26N,Diesel,2020-07-08,1,63534
43BPR2,Diesel,2020-07-08,1,63535
VGH62V,Diesel,2020-07-08,1,63536
DZD72Z,Diesel,2020-07-08,1,63537
VGJ94P,Diesel,2020-07-08,1,63538
J412DP,Diesel,2020-07-08,1,63539
V869ZG,Diesel,2020-07-08,1,63540
VGJ16N,Diesel,2020-07-08,1,63541
J078FB,Diesel,2020-07-08,1,63542
H449ZH,Diesel,2020-07-08,1,63543
44BPR2,Diesel,2020-07-08,1,63544
J123BX,Diesel,2020-07-08,1,63545
J309FB,Diesel,2020-07-08,1,63546
VGJ89V,Diesel,2020-07-08,1,63547
VGJ70G,Diesel,2020-07-08,1,63548
VGG85J,Diesel,2020-07-08,1,63549
J402DT,Diesel,2020-07-08,1,63550
63BPR2,Diesel,2020-07-08,1,63551
VGF13J,Diesel,2020-07-08,1,63552
VGH03Z,Diesel,2020-07-08,1,63553
47BPR2,Diesel,2020-07-08,1,63554
J781DX,Diesel,2020-07-08,1,63555
VGH93V,Diesel,2020-07-08,1,63556
VDK19K,Diesel,2020-07-08,1,63557
VGJ99H,Diesel,2020-07-08,1,63558
VGJ59L,Diesel,2020-07-08,1,63559
VFJ21J,Diesel,2020-07-08,1,63560
68BPR2,Diesel,2020-07-08,1,63561
01BPR1,Diesel,2020-07-08,1,63562
J161DP,Diesel,2020-07-08,1,63563
VGJ88G,Diesel,2020-07-08,1,63564
VGG49Z,Diesel,2020-07-08,1,63565
J340FB,Diesel,2020-07-08,1,63566
65BPP3,Diesel,2020-07-08,1,63567
H914ZN,Diesel,2020-07-08,1,63568
VGH33R,Diesel,2020-07-08,1,63569
VFB61S,Diesel,2020-07-08,1,63570
VGF20K,Diesel,2020-07-08,1,63571
H720HZ,Diesel,2020-07-08,1,63572
VFP53V,Diesel,2020-07-08,1,63573
J171DL,Diesel,2020-07-08,1,63574
VGD88F,Diesel,2020-07-08,1,63575
VGJ12H,Diesel,2020-07-08,1,63576
VGG15H,Diesel,2020-07-08,1,63577
J901DK,Diesel,2020-07-08,1,63578
J611BF,Diesel,2020-07-08,1,63579
J071BJ,Diesel,2020-07-08,1,63580
VGJ66Z,Diesel,2020-07-08,1,63581
VGJ51L,Diesel,2020-07-08,1,63582
VGH55F,Diesel,2020-07-08,1,63583
VGG23G,Diesel,2020-07-08,1,63584
J273FB,Diesel,2020-07-08,1,63585
VGJ61F,Diesel,2020-07-08,1,63586
VGH20V,Diesel,2020-07-08,1,63587
VGJ79L,Diesel,2020-07-08,1,63588
J790DK,Diesel,2020-07-09,1,63589
VGJ10G,Diesel,2020-07-09,1,63590
VFN68X,Diesel,2020-07-09,1,63591
J260FF,Diesel,2020-07-09,1,63592
VGH14V,Diesel,2020-07-09,1,63593
2453ZZ,Diesel,2020-07-09,1,63594
VGG90N,Diesel,2020-07-09,1,63595
J424FF,Diesel,2020-07-09,1,63596
H435TZ,Diesel,2020-07-09,1,63597
VGG25T,Diesel,2020-07-09,1,63598
J317FF,Diesel,2020-07-09,1,63599
H338ZV,Diesel,2020-07-09,1,63600
VGD70D,Diesel,2020-07-09,1,63601
H008JT,Diesel,2020-07-09,1,63602
21BPP7,Diesel,2020-07-09,1,63603
J139FF,Diesel,2020-07-09,1,63604
H629ZL,Diesel,2020-07-09,1,63605
VGH36V,Diesel,2020-07-09,1,63606
VGJ26H,Diesel,2020-07-09,1,63607
VFP42X,Diesel,2020-07-09,1,63608
VGJ88J,Diesel,2020-07-09,1,63609
J517BP,Diesel,2020-07-09,1,63610
H677TN,Diesel,2020-07-09,1,63611
VGG65P,Diesel,2020-07-09,1,63612
VGJ49N,Diesel,2020-07-09,1,63613
VGH45S,Diesel,2020-07-09,1,63614
VGH25G,Diesel,2020-07-09,1,63615
J895DD,Diesel,2020-07-09,1,63616
VGH35S,Diesel,2020-07-09,1,63617
66BPN3,Diesel,2020-07-09,1,63618
VGJ45P,Diesel,2020-07-09,1,63619
VDB44R,Diesel,2020-07-09,1,63620
J453BF,Diesel,2020-07-09,1,63621
J947FB,Diesel,2020-07-09,1,63622
J367DS,Diesel,2020-07-09,1,63623
VGK38F,Diesel,2020-07-09,1,63624
98BPR2,Diesel,2020-07-09,1,63625
J159FF,Diesel,2020-07-09,1,63626
VGG49D,Diesel,2020-07-09,1,63627
VFP54N,Diesel,2020-07-09,1,63628
J154FF,Diesel,2020-07-09,1,63629
VFZ48F,Diesel,2020-07-09,1,63630
VGJ25B,Diesel,2020-07-09,1,63631
VGH19J,Diesel,2020-07-09,1,63632
J472DT,Diesel,2020-07-09,1,63633
J271FF,Diesel,2020-07-09,1,63634
02BPR3,Diesel,2020-07-09,1,63635
VGG10P,Diesel,2020-07-09,1,63636
VGH89X,Diesel,2020-07-09,1,63637
VFZ49F,Diesel,2020-07-09,1,63638
VGJ66K,Diesel,2020-07-09,1,63639
H268SP,Diesel,2020-07-09,1,63640
H497ZJ,Diesel,2020-07-09,1,63641
VGJ94G,Diesel,2020-07-09,1,63642
VGH38R,Diesel,2020-07-09,1,63643
J472FF,Diesel,2020-07-09,1,63644
V682XG,Diesel,2020-07-09,1,63645
H747ST,Diesel,2020-07-09,1,63646
VFF40T,Diesel,2020-07-09,1,63647
55BPJ7,Diesel,2020-07-09,1,63648
VGJ69G,Diesel,2020-07-09,1,63649
VGJ92K,Diesel,2020-07-09,1,63650
J597DS,Diesel,2020-07-09,1,63651
J452BF,Diesel,2020-07-09,1,63652
VGH38S,Diesel,2020-07-09,1,63653
43BPN9,Diesel,2020-07-09,1,63654
01BPR3,Diesel,2020-07-09,1,63655
VGB90R,Diesel,2020-07-09,1,63656
H651ZK,Diesel,2020-07-09,1,63657
VFT57S,Diesel,2020-07-09,1,63658
J207BR,Diesel,2020-07-09,1,63659
VGJ49K,Diesel,2020-07-09,1,63660
VGG51N,Diesel,2020-07-09,1,63661
VGJ94F,Diesel,2020-07-09,1,63662
86BPR2,Diesel,2020-07-09,1,63663
VGJ68G,Diesel,2020-07-09,1,63664
H486PK,Diesel,2020-07-09,1,63665
VGJ97S,Diesel,2020-07-09,1,63666
VGJ75K,Diesel,2020-07-09,1,63667
VGJ86L,Diesel,2020-07-09,1,63668
VGG65D,Diesel,2020-07-09,1,63669
VGJ47J,Diesel,2020-07-09,1,63670
J461DJ,Diesel,2020-07-09,1,63671
VGJ74G,Diesel,2020-07-09,1,63672
VGJ93G,Diesel,2020-07-09,1,63673
J127FF,Diesel,2020-07-09,1,63674
H270SP,Diesel,2020-07-09,1,63675
VGG84N,Diesel,2020-07-09,1,63676
VGJ46J,Diesel,2020-07-09,1,63677
H147SZ,Diesel,2020-07-09,1,63678
VGH38G,Diesel,2020-07-09,1,63679
H863ZT,Diesel,2020-07-09,1,63680
VGJ50R,Diesel,2020-07-09,1,63681
J263DR,Diesel,2020-07-09,1,63682
J115DV,Diesel,2020-07-09,1,63683
VGH73P,Diesel,2020-07-09,1,63684
J307DS,Diesel,2020-07-09,1,63685
VGJ64H,Diesel,2020-07-09,1,63686
VGJ24B,Diesel,2020-07-09,1,63687
J820FB,Diesel,2020-07-09,1,63688
VGH54R,Diesel,2020-07-09,1,63689
VGH91X,Diesel,2020-07-09,1,63690
H274SP,Diesel,2020-07-09,1,63691
J145DL,Diesel,2020-07-09,1,63692
J328DL,Diesel,2020-07-09,1,63693
J872DP,Diesel,2020-07-09,1,63694
J320DL,Diesel,2020-07-09,1,63695
VGJ14F,Diesel,2020-07-09,1,63696
VGJ24N,Diesel,2020-07-09,1,63697
J364DV,Diesel,2020-07-09,1,63698
J671DK,Diesel,2020-07-09,1,63699
J361FF,Diesel,2020-07-09,1,63700
J344FF,Diesel,2020-07-09,1,63701
J071DV,Diesel,2020-07-09,1,63702
J048DX,Diesel,2020-07-09,1,63703
VGH57R,Diesel,2020-07-09,1,63704
VBG65P,Diesel,2020-07-09,1,63705
VGJ41F,Diesel,2020-07-09,1,63706
31BPP6,Diesel,2020-07-09,1,63707
VGJ43F,Diesel,2020-07-09,1,63708
VGJ20N,Diesel,2020-07-09,1,63709
79BPR2,Diesel,2020-07-09,1,63710
J800DT,Diesel,2020-07-09,1,63711
J621BJ,Diesel,2020-07-09,1,63712
VGF99G,Diesel,2020-07-09,1,63713
94BPR2,Diesel,2020-07-09,1,63714
J419FF,Diesel,2020-07-09,1,63715
VGJ46G,Diesel,2020-07-09,1,63716
VGJ62S,Diesel,2020-07-09,1,63717
VFV75J,Diesel,2020-07-09,1,63718
VGK76F,Diesel,2020-07-09,1,63719
J240DP,Diesel,2020-07-09,1,63720
VGJ41R,Diesel,2020-07-09,1,63721
J405DS,Diesel,2020-07-09,1,63722
H443PV,Diesel,2020-07-09,1,63723
J444FF,Diesel,2020-07-09,1,63724
H569TN,Diesel,2020-07-09,1,63725
VGH56R,Diesel,2020-07-09,1,63726
95BPF6,Diesel,2020-07-09,1,63727
J165FF,Diesel,2020-07-09,1,63728
VGJ79G,Diesel,2020-07-09,1,63729
J194DX,Diesel,2020-07-09,1,63730
VGH72P,Diesel,2020-07-09,1,63731
J416BT,Diesel,2020-07-09,1,63732
VGG42X,Diesel,2020-07-09,1,63733
VGJ50S,Diesel,2020-07-09,1,63734
J920DR,Diesel,2020-07-09,1,63735
VFX93B,Diesel,2020-07-09,1,63736
VGJ54N,Diesel,2020-07-09,1,63737
VGH28D,Diesel,2020-07-09,1,63738
G800RX,Diesel,2020-07-09,1,63739
VGD77F,Diesel,2020-07-09,1,63740
07BPR3,Diesel,2020-07-09,1,63741
VGJ88H,Diesel,2020-07-09,1,63742
VFZ15S,Diesel,2020-07-09,1,63743
VDF58P,Diesel,2020-07-09,1,63744
H438PS,Diesel,2020-07-09,1,63745
J600DZ,Diesel,2020-07-09,1,63746
VGJ08Z,Diesel,2020-07-09,1,63747
VGB48F,Diesel,2020-07-09,1,63748
VGJ33K,Diesel,2020-07-09,1,63749
J669DK,Diesel,2020-07-09,1,63750
VGJ30K,Diesel,2020-07-09,1,63751
J576DV,Diesel,2020-07-09,1,63752
J238FF,Diesel,2020-07-09,1,63753
DZV26F,Diesel,2020-07-09,1,63754
VGJ34H,Diesel,2020-07-09,1,63755
VGG79B,Diesel,2020-07-09,1,63756
VGJ05N,Diesel,2020-07-09,1,63757
J506FF,Diesel,2020-07-09,1,63758
VGJ49J,Diesel,2020-07-09,1,63759
H393SK,Diesel,2020-07-09,1,63760
J202DR,Diesel,2020-07-09,1,63761
VGJ84H,Diesel,2020-07-09,1,63762
J241BN,Diesel,2020-07-09,1,63763
J544FF,Diesel,2020-07-09,1,63764
H287DH,Diesel,2020-07-09,1,63765
VFP40X,Diesel,2020-07-09,1,63766
VGJ18R,Diesel,2020-07-09,1,63767
VGJ54B,Diesel,2020-07-09,1,63768
VGJ97H,Diesel,2020-07-09,1,63769
VGH02R,Diesel,2020-07-09,1,63770
VGG28D,Diesel,2020-07-09,1,63771
J217FF,Diesel,2020-07-09,1,63772
VGK10F,Diesel,2020-07-09,1,63773
VGJ72V,Diesel,2020-07-09,1,63774
87BPR2,Diesel,2020-07-09,1,63775
VGB27X,Diesel,2020-07-09,1,63776
83BPR2,Diesel,2020-07-09,1,63777
J448BF,Diesel,2020-07-09,1,63778
J160FF,Diesel,2020-07-09,1,63779
VGJ20B,Diesel,2020-07-09,1,63780
VGG88F,Diesel,2020-07-09,1,63781
90BPP3,Diesel,2020-07-09,1,63782
J543BJ,Diesel,2020-07-09,1,63783
J119FF,Diesel,2020-07-09,1,63784
VGJ09R,Diesel,2020-07-09,1,63785
99BPR2,Diesel,2020-07-09,1,63786
VGJ75J,Diesel,2020-07-09,1,63787
89BPP9,Diesel,2020-07-09,1,63788
H616ZF,Diesel,2020-07-09,1,63789
VGJ44J,Diesel,2020-07-09,1,63790
H879ZJ,Diesel,2020-07-09,1,63791
J681DS,Diesel,2020-07-09,1,63792
J547BJ,Diesel,2020-07-09,1,63793
VGH55R,Diesel,2020-07-09,1,63794
J650DV,Diesel,2020-07-09,1,63795
G274SZ,Diesel,2020-07-09,1,63796
24BPR1,Diesel,2020-07-09,1,63797
VFX16V,Diesel,2020-07-09,1,63798
VGJ39X,Diesel,2020-07-09,1,63799
J669DP,Diesel,2020-07-09,1,63800
H146SZ,Diesel,2020-07-09,1,63801
VGJ75P,Diesel,2020-07-09,1,63802
J059FF,Diesel,2020-07-09,1,63803
J421FF,Diesel,2020-07-09,1,63804
VGJ39L,Diesel,2020-07-09,1,63805
VGH34J,Diesel,2020-07-09,1,63806
J693FB,Diesel,2020-07-09,1,63807
VGD40N,Diesel,2020-07-09,1,63808
VGJ39D,Diesel,2020-07-09,1,63809
